,Hydro (MW),Solar (MW),Wind (MW),Loss Load (MW),Load (MW)
0,0.0,0.0,20468.958375780847,0.0,6139.8
1,0.0,0.0,18688.160329271435,0.0,6192.528
2,0.0,0.0,17039.490038965807,0.0,6383.4400000000005
3,0.0,0.0,22759.99651561071,0.0,6704.112
4,0.0,0.0,21146.508294752926,0.0,7123.68
5,0.0,5.601488716922867,20462.59426590623,0.0,7593.448
6,0.0,93.82493600845801,19240.816317580506,0.0,8055.68
7,0.0,1044.6776457061137,17810.58961209262,0.0,8454.560000000001
8,0.0,2632.699696953747,14301.92883211981,0.0,8746.560000000001
9,0.0,3909.839124412161,11309.009442181186,0.0,8907.92
10,0.0,4825.682529629049,9973.58174430498,0.0,8937.2
11,0.0,5299.008326209032,9393.805812723276,0.0,8853.12
12,0.0,5360.624702095183,9322.34417548695,0.0,8687.6
13,0.0,5023.13500690058,9566.264907319013,0.0,8476.56
14,0.0,4356.557849586759,9773.457408518938,0.0,8251.2
15,0.0,3341.28801964449,10425.675133087725,0.0,8031.040000000001
16,0.0,2005.3329606583861,11873.24783436185,0.0,7821.536
17,0.0,460.72244696690575,14217.725170123675,0.0,7876.112
18,0.0,7.001860896153583,17016.43567130722,0.0,8816.0
19,0.0,0.0,19569.47910682109,0.0,9754.64
20,0.0,0.0,21267.36425982304,0.0,9721.84
21,0.0,0.0,22032.983243751973,0.0,8550.800000000001
22,0.0,0.0,22211.73052066417,0.0,7027.152
23,0.0,0.0,21627.281593003165,0.0,6255.5199999999995
24,0.0,0.0,20468.958375780847,0.0,6172.376
25,0.0,0.0,18688.160329271435,0.0,6214.255999999999
26,0.0,0.0,17039.490038965807,0.0,6394.712
27,0.0,0.0,22759.99651561071,0.0,6705.376
28,0.0,0.0,21146.508294752926,0.0,7115.432
29,0.0,5.601488716922867,20462.59426590623,0.0,7576.192
30,0.0,93.82493600845801,19240.816317580506,0.0,8029.999999999999
31,0.0,1044.6776457061137,17810.58961209262,0.0,8421.039999999999
32,0.0,2632.699696953747,14301.92883211981,0.0,8705.76
33,0.0,3909.839124412161,11309.009442181186,0.0,8860.480000000001
34,0.0,4825.682529629049,9973.58174430498,0.0,8883.84
35,0.0,5299.008326209032,9393.805812723276,0.0,8794.48
36,0.0,5360.624702095183,9322.34417548695,0.0,8624.320000000002
37,0.0,5023.13500690058,9566.264907319013,0.0,8409.359999999999
38,0.0,4356.557849586759,9773.457408518938,0.0,8180.720000000001
39,0.0,3341.28801964449,10425.675133087725,0.0,7957.944
40,0.0,2005.3329606583861,11873.24783436185,0.0,7746.544
41,0.0,460.72244696690575,14217.725170123675,0.0,7854.024
42,0.0,7.001860896153583,17016.43567130722,0.0,8828.480000000001
43,0.0,0.0,19569.47910682109,0.0,9744.56
44,0.0,0.0,21267.36425982304,0.0,9668.960000000001
45,0.0,0.0,22032.983243751973,0.0,8473.44
46,0.0,0.0,22211.73052066417,0.0,6950.064
47,0.0,0.0,21627.281593003165,0.0,6184.256
48,0.0,0.0,20468.958375780847,0.0,6103.776
49,0.0,0.0,18688.160329271435,0.0,6148.744
