193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
193.879,290.541,337.042,271.654,182.313,98.3014,253.879,181.376,103.865,338.799,254.348,201.317,153.85,450.072,253.382,212.65,293.704,227.291,276.661,330.014,374.23,379.501,212.24,126.149,187.408,184.509
